gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn
Male,0,60,43.21,2592.6,1
Male,0,58,24.76,1436.0800000000002,0
Male,0,41,77.26,3167.6600000000003,0
Male,1,46,53.59,2465.1400000000003,0
Female,1,45,38.19,1718.55,0
Male,0,26,52.39,1362.14,1
Male,0,51,24.93,1271.43,1
Male,0,36,115.04,4141.4400000000005,0
Male,1,52,78.11,4061.72,1
Male,0,51,101.48,5175.4800000000005,1
Male,0,3,62.31,186.93,0
Male,1,14,110.33,1544.62,0
Male,0,49,68.33,3348.17,0
Female,0,1,77.39,77.39,1
Male,0,57,69.18,3943.26,0
Female,0,17,93.33,1586.61,0
Male,0,50,76.67,3833.5,0
Male,1,14,47.16,660.24,0
Male,0,59,34.55,2038.45,0
Male,0,3,80.61,241.83,0
Female,0,40,68.92,2756.8,0
Male,0,66,29.6,1953.6,1
Male,0,34,59.56,2025.04,0
Female,0,9,71.48,643.32,1
Female,1,21,102.69,2156.49,1
Male,0,25,27.61,690.25,1
Female,0,44,54.85,2413.4,0
Female,0,25,102.27,2556.75,1
Female,1,9,84.84,763.5600000000001,0
Male,0,62,49.0,3038.0,0
Male,0,26,104.53,2717.78,1
Male,0,57,69.33,3951.81,0
Female,1,37,69.84,2584.08,1
Male,0,16,117.66,1882.56,0
Female,0,37,114.71,4244.27,0
Male,0,24,55.85,1340.4,1
Male,0,26,34.06,885.5600000000001,0
Female,0,20,52.57,1051.4,0
Male,0,9,23.05,207.45,1
Female,0,29,22.08,640.3199999999999,0
Female,1,31,59.55,1846.05,0
Male,1,19,114.1,2167.9,1
Female,0,20,107.14,2142.8,0
Male,1,27,71.14,1920.78,1
Male,0,44,76.52,3366.88,0
Female,0,35,20.59,720.65,1
Male,0,71,41.55,2950.05,0
Female,0,22,22.48,494.56,0
Male,0,15,95.45,1431.75,1
Male,0,13,34.56,449.28,0
Male,0,4,106.9,427.6,1
Male,0,56,84.33,4722.48,0
Male,0,23,42.94,987.62,1
Female,0,34,35.77,1216.18,0
Female,1,17,82.76,1406.92,0
Female,0,28,110.08,3082.24,0
Female,0,14,91.84,1285.76,1
Female,0,34,54.85,1864.9,0
Female,0,57,78.74,4488.179999999999,0
Male,1,55,51.08,2809.4,0
Male,0,66,119.91,7914.059999999999,0
Female,0,37,94.88,3510.56,0
Female,0,68,81.44,5537.92,0
Male,0,26,62.33,1620.58,0
Male,1,61,81.82,4991.02,1
Male,0,67,54.16,3628.72,0
Female,0,52,22.89,1190.28,0
Female,0,18,59.51,1071.18,1
Female,0,53,113.05,5991.65,0
Male,0,63,82.63,5205.69,0
Male,0,53,28.4,1505.1999999999998,0
Female,0,27,108.5,2929.5,1
Female,0,31,46.89,1453.59,1
Male,1,1,44.38,44.38,0
Male,0,6,49.71,298.26,1
Male,0,11,77.72,854.92,0
Male,0,34,74.47,2531.98,0
Female,0,63,69.14,4355.82,0
Male,0,53,91.75,4862.75,0
Male,0,18,51.65,929.7,0
Male,0,21,98.21,2062.41,0
Female,0,19,37.53,713.07,0
Female,1,4,98.26,393.04,1
Male,0,29,86.38,2505.02,0
Male,0,25,88.32,2208.0,0
Male,0,56,68.16,3816.96,0
Female,1,63,86.7,5462.1,0
Female,1,27,27.98,755.46,0
Female,0,60,105.16,6309.599999999999,1
Male,0,49,25.55,1251.95,0
Female,0,65,34.87,2266.55,0
Male,0,38,77.68,2951.84,0
Male,1,52,93.94,4884.88,0
Male,0,1,27.63,27.63,0
Female,0,40,112.08,4483.2,0
Male,0,21,117.36,2464.56,0
Female,0,15,80.6,1209.0,0
Female,0,50,68.12,3406.0,0
Male,0,48,94.14,4518.72,0
Male,0,32,52.84,1690.88,0
Female,0,49,69.33,3397.17,0
Male,0,68,111.62,7590.16,1
Female,0,45,115.57,5200.65,0
Male,0,32,112.71,3606.72,1
Female,0,4,46.24,184.96,0
Female,0,65,43.25,2811.25,0
Female,1,71,49.77,3533.67,0
Female,1,65,64.13,4168.45,0
Male,1,18,51.42,925.56,0
Male,0,54,57.42,3100.6800000000003,0
Female,0,47,82.06,3856.82,1
Female,0,6,96.25,577.5,0
Male,1,66,93.56,6174.96,0
Male,1,9,101.44,912.96,0
Male,1,68,23.22,1578.96,0
Male,0,23,24.77,569.71,0
Male,1,43,98.94,4254.42,0
Male,0,51,73.31,3738.81,1
Female,0,25,77.81,1945.25,0
Male,0,35,25.26,884.1,0
Male,0,17,45.53,774.01,0
Female,0,18,83.84,1509.12,0
Male,0,27,105.92,2859.84,0
Male,0,15,111.7,1675.5,0
Male,0,69,70.04,4832.76,0
Male,1,15,74.55,1118.25,0
Male,0,42,103.3,4338.599999999999,1
Female,0,34,73.76,2507.84,1
Male,1,48,71.69,3441.12,1
Female,1,8,110.51,884.08,0
Female,0,10,98.99,989.9,0
Male,0,5,110.91,554.55,0
Female,0,48,41.82,2007.36,0
Male,0,26,72.44,1883.44,0
Female,0,23,104.25,2397.75,0
Female,1,62,31.11,1928.82,0
Male,0,13,99.47,1293.11,1
Male,1,9,38.3,344.7,1
Male,1,20,100.81,2016.2,1
Male,1,57,81.2,4628.400000000001,0
Male,0,24,39.32,943.68,0
Female,1,33,67.34,2222.2200000000003,1
Female,0,20,88.19,1763.8,0
Female,0,60,83.39,5003.4,1
Female,0,48,62.72,3010.56,0
Female,0,64,109.94,7036.16,0
Female,0,30,71.93,2157.9,1
Female,0,17,70.59,1200.03,0
Male,0,14,26.23,367.22,0
Male,0,19,112.21,2131.99,0
Female,0,71,37.71,2677.41,0
Female,0,59,72.83,4296.97,0
Male,1,67,100.36,6724.12,0
Male,0,44,41.55,1828.2,0
Male,0,32,72.74,2327.68,0
Male,0,11,44.07,484.77,0
Female,0,2,95.97,191.94,0
Male,0,68,76.43,5197.240000000001,0
Female,0,17,105.6,1795.1999999999998,0
Female,1,40,109.46,4378.4,0
Female,0,46,84.87,3904.02,0
Male,0,4,92.54,370.16,0
Male,0,38,74.92,2846.96,1
Female,1,63,58.44,3681.72,0
Female,0,29,84.81,2459.49,0
Female,0,19,110.83,2105.77,0
Male,0,29,61.67,1788.43,1
Female,0,35,51.44,1800.4,1
Male,0,70,58.84,4118.8,0
Female,0,23,63.54,1461.42,0
Female,0,46,27.36,1258.56,0
Female,0,44,69.84,3072.96,0
Male,0,48,69.43,3332.6400000000003,0
Male,0,52,78.84,4099.68,0
Female,0,8,56.28,450.24,0
Male,0,55,81.31,4472.05,0
Female,1,66,107.82,7116.12,0
Male,1,40,115.55,4622.0,0
Male,0,31,78.36,2429.16,0
Male,0,48,24.26,1164.48,1
Female,0,61,116.92,7132.12,1
Male,0,52,90.59,4710.68,0
Male,0,38,53.6,2036.8,0
Female,1,36,34.72,1249.92,0
Female,0,55,34.34,1888.7000000000005,1
Female,0,13,36.77,478.0100000000001,0
Female,0,37,24.56,908.72,0
Male,0,47,110.22,5180.34,0
Male,0,71,74.08,5259.68,0
Male,0,22,90.0,1980.0,0
Male,0,39,102.81,4009.59,0
Male,1,58,99.15,5750.700000000001,0
Female,0,30,108.26,3247.8,1
Male,1,18,116.73,2101.14,1
Male,1,18,63.91,1150.38,1
Male,0,39,115.03,4486.17,0
Female,0,26,92.33,2400.58,1
Female,0,71,27.07,1921.97,1
Male,1,7,88.18,617.26,1
Female,0,69,88.67,6118.2300000000005,1
Female,0,65,110.59,7188.35,0
Female,0,46,57.29,2635.34,1
Female,0,18,78.49,1412.82,0
Female,1,13,21.22,275.86,0
Female,0,25,53.21,1330.25,1
Female,0,8,26.22,209.76,0
Male,0,32,72.19,2310.08,0
Male,1,17,101.74,1729.58,0
Female,0,48,40.64,1950.72,1
Male,0,63,72.74,4582.62,0
Male,0,40,40.4,1616.0,0
Female,0,15,32.07,481.05,1
Male,0,6,71.1,426.6,0
Female,0,63,27.91,1758.33,0
Female,0,8,78.74,629.92,0
Female,0,32,23.13,740.16,0
Male,0,45,30.67,1380.15,0
Male,0,52,75.0,3900.0,1
Male,0,13,79.14,1028.82,0
Male,1,24,22.9,549.5999999999999,0
Female,1,40,77.34,3093.6000000000004,0
Female,0,14,103.85,1453.9,0
Male,0,70,92.23,6456.1,0
Female,0,62,33.12,2053.44,0
Female,0,61,79.25,4834.25,0
Male,0,1,87.23,87.23,0
Female,0,66,23.72,1565.52,0
Male,0,32,105.53,3376.96,0
Female,1,13,110.63,1438.19,0
Male,0,33,105.05,3466.65,0
Female,0,32,102.46,3278.72,0
Female,0,56,94.5,5292.0,0
Male,0,24,83.34,2000.16,0
Male,0,4,87.86,351.44,0
Male,0,23,100.64,2314.72,0
Male,0,29,86.25,2501.25,0
Female,0,21,52.77,1108.17,1
Female,1,30,57.6,1728.0,0
Male,0,20,109.71,2194.2,1
Female,0,16,21.71,347.36,1
Male,0,67,89.88,6021.96,0
Male,0,49,115.48,5658.52,0
Female,0,58,90.62,5255.96,0
Female,0,44,119.39,5253.16,0
Male,1,25,88.75,2218.75,1
Male,1,23,23.44,539.12,0
Male,0,59,102.7,6059.3,0
Female,1,1,48.46,48.46,1
Female,0,15,64.61,969.15,0
Female,0,52,51.21,2662.92,0
Female,0,58,46.86,2717.88,0
Male,1,41,63.14,2588.74,0
Male,0,44,57.88,2546.7200000000003,0
Male,0,4,83.33,333.32,0
Male,0,68,101.32,6889.759999999999,0
Male,0,7,49.71,347.97,1
Male,0,46,41.37,1903.02,0
Female,1,9,86.69,780.21,1
Female,0,33,87.03,2871.99,0
Male,0,33,110.11,3633.63,0
Male,0,4,21.59,86.36,0
Female,0,65,105.3,6844.5,1
Female,0,34,72.1,2451.4,0
Female,0,64,82.13,5256.32,1
Female,0,25,29.14,728.5,0
Male,0,55,63.26,3479.3,0
Male,0,9,42.73,384.57,0
Male,0,17,45.42,772.14,1
Male,0,21,70.41,1478.61,0
Male,0,60,101.25,6075.0,0
Female,1,13,94.38,1226.94,0
Male,0,3,79.1,237.3,0
Female,0,68,73.94,5027.92,1
Male,0,4,62.73,250.92,0
Male,0,7,117.27,820.89,0
Male,1,26,76.02,1976.52,0
Male,0,24,45.4,1089.6,0
Male,0,10,43.01,430.1,1
Female,0,13,81.14,1054.82,0
Female,0,44,72.28,3180.32,1
Female,1,39,20.77,810.03,0
Male,0,19,103.01,1957.19,0
Male,0,51,90.41,4610.91,0
Female,0,19,86.18,1637.42,0
Male,0,52,26.88,1397.76,1
Male,1,47,56.21,2641.87,1
Female,0,30,113.54,3406.2000000000003,1
Male,0,46,106.26,4887.96,1
Female,0,21,48.55,1019.55,0
Male,0,48,35.71,1714.08,1
Female,0,62,64.91,4024.42,0
Male,0,58,55.58,3223.64,0
Male,0,18,88.22,1587.96,0
Female,0,59,116.64,6881.76,0
Male,0,48,56.3,2702.4,0
Male,1,63,26.22,1651.86,1
Female,0,12,109.76,1317.12,0
Male,0,34,23.79,808.86,0
Female,0,61,115.28,7032.08,0
Male,0,53,86.46,4582.38,1
Male,0,25,114.17,2854.25,0
Male,1,62,39.97,2478.14,1
Male,0,4,24.07,96.28,0
Female,0,13,68.82,894.6599999999999,0
Male,0,42,65.06,2732.52,0
Female,0,49,53.15,2604.35,0
Male,0,56,115.77,6483.12,0
Male,0,47,102.26,4806.22,0
Male,0,8,86.16,689.28,1
Male,0,55,36.29,1995.95,0
Female,0,18,93.43,1681.7400000000002,0
Female,0,35,92.7,3244.5,1
Female,0,32,62.51,2000.32,0
Female,0,24,112.48,2699.52,0
Male,0,7,36.7,256.90000000000003,1
Female,0,13,46.73,607.49,0
Female,0,69,26.32,1816.08,0
Male,0,42,99.55,4181.099999999999,0
Male,0,31,82.18,2547.5800000000004,0
Male,0,26,51.49,1338.74,0
Male,0,32,36.38,1164.16,1
Female,0,52,24.01,1248.52,0
Female,0,20,36.67,733.4000000000001,0
Male,1,40,65.33,2613.2,1
Male,0,59,44.72,2638.48,0
Male,0,14,45.9,642.6,1
Female,0,44,107.56,4732.64,0
Female,0,48,71.51,3432.4800000000005,0
Male,0,43,92.93,3995.99,1
Male,0,16,23.57,377.12,0
Female,0,35,56.52,1978.2,0
Male,0,53,67.92,3599.76,0
Male,0,34,38.64,1313.76,0
Female,0,3,32.02,96.06,1
Male,0,68,107.03,7278.04,0
Female,0,5,113.94,569.7,0
Male,0,10,27.88,278.8,0
Male,0,52,54.9,2854.8,0
Female,0,29,115.83,3359.07,0
Female,0,31,28.32,877.92,0
Male,0,66,84.36,5567.76,0
Female,0,69,117.22,8088.18,0
Male,1,37,117.82,4359.34,0
Male,1,27,67.12,1812.24,1
Female,0,33,36.27,1196.91,0
Male,0,68,40.21,2734.28,0
Male,0,59,108.96,6428.639999999999,0
Female,0,64,111.17,7114.88,0
Female,0,44,80.79,3554.76,1
Male,0,49,96.62,4734.38,0
Female,1,53,93.99,4981.469999999999,1
Female,0,49,86.18,4222.820000000001,0
Female,0,66,102.73,6780.18,0
Female,0,63,88.54,5578.02,0
Male,1,25,73.4,1835.0,0
Male,0,4,43.7,174.8,0
Male,0,51,94.39,4813.89,0
Female,0,11,67.34,740.74,0
Female,1,17,49.48,841.16,1
Female,0,66,100.19,6612.54,0
Female,1,70,89.67,6276.900000000001,0
Female,0,69,113.73,7847.37,0
Female,0,29,36.54,1059.66,0
Female,0,20,84.92,1698.4,0
Male,0,27,44.42,1199.34,1
Male,0,8,110.36,882.88,1
Female,1,61,29.95,1826.95,0
Female,0,28,85.62,2397.36,1
Female,0,70,99.11,6937.7,1
Male,0,3,55.49,166.47,0
Male,0,69,115.41,7963.29,0
Female,0,7,105.07,735.49,0
Female,0,60,49.46,2967.6,0
Male,0,4,20.75,83.0,0
Male,0,5,49.67,248.35,0
Male,1,11,48.13,529.4300000000001,0
Male,0,15,109.0,1635.0,0
Female,1,64,116.71,7469.44,0
Male,0,13,27.04,351.52,0
Male,0,7,67.13,469.91,0
Female,0,6,74.83,448.98,0
Male,0,56,29.29,1640.24,0
Male,1,64,57.75,3696.0,1
Male,0,50,51.71,2585.5,0
Female,0,30,73.61,2208.3,0
Male,1,22,86.12,1894.64,0
Female,0,25,90.35,2258.75,0
Female,0,28,33.68,943.04,0
